[Name],,,,,
Momentum and Mass,,,,,
,,,,,
[Data],,,,,
Accumulated Timestep,RMS P-Mass,RMS U-Mom,RMS V-Mom,RMS W-Mom,Current Timestep
6424,8.62E-05,7.70E-06,1.38E-05,2.37E-05,5.39E+03
6425,8.55E-05,1.08E-05,3.99E-05,3.84E-05,5.39E+03
6426,5.67E-05,5.91E-06,2.23E-05,1.55E-05,5.39E+03
6427,6.54E-05,6.69E-06,1.10E-05,1.33E-05,5.39E+03
6428,7.10E-05,7.88E-06,1.29E-05,2.15E-05,5.39E+03
6429,7.44E-05,9.12E-06,1.84E-05,3.95E-05,5.40E+03
6430,8.46E-05,8.00E-06,1.74E-05,2.92E-05,5.40E+03
6431,9.08E-05,1.00E-05,1.28E-05,2.60E-05,5.40E+03
6432,6.17E-05,7.71E-06,2.07E-05,1.73E-05,5.40E+03
6433,6.86E-05,7.47E-06,1.70E-05,2.02E-05,5.40E+03
6434,7.45E-05,1.30E-05,3.76E-05,2.71E-05,5.40E+03
6435,9.44E-05,1.11E-05,6.03E-05,4.01E-05,5.40E+03
6436,7.56E-05,3.89E-05,7.05E-05,4.22E-05,5.40E+03
6437,8.95E-05,2.20E-05,6.29E-05,4.25E-05,5.40E+03
6438,8.78E-05,2.43E-05,6.21E-05,5.32E-05,5.40E+03
6439,6.41E-05,6.71E-06,1.27E-05,2.03E-05,5.41E+03
6440,7.09E-05,9.18E-06,2.97E-05,2.27E-05,5.41E+03
6441,6.50E-05,9.01E-06,2.53E-05,1.98E-05,5.41E+03
6442,7.95E-05,1.62E-05,3.73E-05,1.97E-05,5.41E+03
6443,8.28E-05,1.19E-05,3.00E-05,1.87E-05,5.41E+03
6444,5.95E-05,8.11E-06,1.43E-05,1.62E-05,5.41E+03
6445,9.00E-05,7.71E-06,2.20E-05,1.72E-05,5.41E+03
6446,6.98E-05,5.70E-06,1.90E-05,1.57E-05,5.41E+03
6447,5.77E-05,9.97E-06,2.20E-05,2.25E-05,5.41E+03
6448,9.21E-05,1.20E-05,2.93E-05,4.25E-05,5.41E+03
6449,6.52E-05,1.09E-05,1.66E-05,2.06E-05,5.42E+03
6450,6.61E-05,5.61E-06,7.08E-06,1.23E-05,5.42E+03
6451,7.75E-05,8.32E-06,1.56E-05,1.78E-05,5.42E+03
6452,9.61E-05,8.61E-06,1.93E-05,3.53E-05,5.42E+03
6453,6.37E-05,6.07E-06,1.77E-05,2.14E-05,5.42E+03
6454,9.17E-05,1.61E-05,4.14E-05,3.85E-05,5.42E+03
6455,7.36E-05,6.12E-06,2.30E-05,2.15E-05,5.42E+03
6456,5.79E-05,5.65E-06,2.03E-05,1.78E-05,5.42E+03
6457,9.50E-05,7.70E-06,1.51E-05,1.22E-05,5.42E+03
6458,8.45E-05,1.41E-05,3.05E-05,1.83E-05,5.42E+03
6459,5.83E-05,8.31E-06,1.95E-05,1.63E-05,5.43E+03
6460,6.06E-05,1.23E-05,3.77E-05,3.24E-05,5.43E+03
6461,6.30E-05,7.62E-06,2.10E-05,1.99E-05,5.43E+03
6462,5.38E-05,6.10E-06,1.66E-05,1.72E-05,5.43E+03
6463,9.44E-05,1.95E-05,4.68E-05,2.23E-05,5.43E+03
6464,6.29E-05,1.38E-05,3.79E-05,2.03E-05,5.43E+03
6465,7.66E-05,1.26E-05,4.69E-05,2.60E-05,5.43E+03
6466,8.67E-05,1.70E-05,5.39E-05,3.63E-05,5.43E+03
6467,6.42E-05,1.37E-05,3.52E-05,2.83E-05,5.43E+03
6468,9.81E-05,1.65E-05,4.76E-05,4.67E-05,5.43E+03
6469,5.94E-05,9.72E-06,2.18E-05,2.05E-05,5.44E+03
6470,7.97E-05,1.23E-05,3.06E-05,2.87E-05,5.44E+03
6471,8.56E-05,1.43E-05,2.12E-05,1.93E-05,5.44E+03
6472,6.99E-05,1.71E-05,2.88E-05,2.31E-05,5.44E+03
6473,8.81E-05,1.34E-05,3.98E-05,1.98E-05,5.44E+03
6474,6.63E-05,1.32E-05,3.36E-05,2.51E-05,5.44E+03
6475,6.47E-05,9.11E-06,1.86E-05,2.25E-05,5.44E+03
6476,7.07E-05,8.50E-06,2.05E-05,2.26E-05,5.44E+03
6477,6.14E-05,4.72E-06,7.38E-06,1.05E-05,5.44E+03
6478,6.42E-05,1.00E-05,1.47E-05,3.74E-05,5.44E+03
6479,9.41E-05,1.73E-05,3.72E-05,6.28E-05,5.45E+03
6480,6.95E-05,1.79E-05,3.77E-05,5.34E-05,5.45E+03
6481,5.59E-05,6.09E-06,1.23E-05,1.18E-05,5.45E+03
6482,5.25E-05,8.74E-06,1.61E-05,1.89E-05,5.45E+03
6483,5.77E-05,6.98E-06,1.96E-05,1.92E-05,5.45E+03
6484,8.82E-05,1.11E-05,3.83E-05,4.08E-05,5.45E+03
6485,6.01E-05,8.41E-06,2.09E-05,2.05E-05,5.45E+03
6486,8.79E-05,1.94E-05,7.07E-05,5.97E-05,5.45E+03
6487,8.76E-05,1.31E-05,3.94E-05,4.16E-05,5.45E+03
6488,6.99E-05,1.11E-05,2.82E-05,3.87E-05,5.45E+03
6489,7.92E-05,1.20E-05,2.07E-05,2.85E-05,5.46E+03
6490,6.31E-05,1.00E-05,1.75E-05,1.95E-05,5.46E+03
6491,9.31E-05,1.49E-05,2.51E-05,2.97E-05,5.46E+03
6492,7.33E-05,7.85E-06,1.29E-05,1.26E-05,5.46E+03
6493,9.95E-05,9.51E-06,1.22E-05,1.91E-05,5.46E+03
6494,5.53E-05,5.14E-06,6.63E-06,7.45E-06,5.46E+03
6495,9.98E-05,8.19E-06,1.39E-05,1.82E-05,5.46E+03
6496,8.03E-05,1.14E-05,3.97E-05,3.10E-05,5.46E+03
6497,7.57E-05,1.18E-05,3.58E-05,3.47E-05,5.46E+03
6498,6.87E-05,1.11E-05,1.87E-05,2.57E-05,5.46E+03
6499,8.48E-05,1.38E-05,3.77E-05,2.65E-05,5.47E+03
6500,7.55E-05,9.28E-06,2.98E-05,1.79E-05,5.47E+03
6501,6.36E-05,1.02E-05,2.02E-05,2.11E-05,5.47E+03
6502,9.69E-05,2.22E-05,5.45E-05,6.88E-05,5.47E+03
6503,8.87E-05,1.56E-05,4.46E-05,5.99E-05,5.47E+03
6504,8.56E-05,1.41E-05,2.62E-05,4.53E-05,5.47E+03
6505,7.14E-05,1.59E-05,2.54E-05,2.59E-05,5.47E+03
6506,6.24E-05,1.42E-05,2.22E-05,2.61E-05,5.47E+03
6507,8.04E-05,1.01E-05,1.86E-05,2.36E-05,5.47E+03
6508,9.89E-05,1.79E-05,2.85E-05,3.11E-05,5.47E+03
6509,6.38E-05,9.78E-06,2.37E-05,2.36E-05,5.48E+03
6510,6.85E-05,8.41E-06,2.17E-05,2.52E-05,5.48E+03
6511,6.53E-05,9.09E-06,1.56E-05,2.57E-05,5.48E+03
6512,8.10E-05,1.18E-05,3.03E-05,3.39E-05,5.48E+03
6513,7.07E-05,1.15E-05,3.14E-05,3.32E-05,5.48E+03
6514,5.75E-05,1.23E-05,1.46E-05,1.96E-05,5.48E+03
6515,9.94E-05,1.65E-05,2.28E-05,4.39E-05,5.48E+03
6516,5.83E-05,6.73E-06,1.98E-05,2.58E-05,5.48E+03
6517,9.79E-05,1.32E-05,3.61E-05,4.73E-05,5.48E+03
6518,6.47E-05,8.08E-06,1.72E-05,2.42E-05,5.48E+03
6519,8.15E-05,1.10E-05,2.47E-05,3.62E-05,5.49E+03
6520,7.41E-05,8.50E-06,1.31E-05,2.12E-05,5.49E+03
6521,9.96E-05,1.59E-05,2.78E-05,5.14E-05,5.49E+03
6522,6.90E-05,8.68E-06,1.81E-05,2.78E-05,5.49E+03
6523,8.16E-05,1.73E-05,4.25E-05,5.20E-05,5.49E+03
6524,8.86E-05,1.65E-05,3.97E-05,5.73E-05,5.49E+03
6525,5.53E-05,8.38E-06,1.56E-05,2.39E-05,5.49E+03
6526,9.62E-05,1.92E-05,5.00E-05,3.57E-05,5.49E+03
6527,7.33E-05,1.53E-05,4.57E-05,4.73E-05,5.49E+03
6528,7.78E-05,1.15E-05,3.69E-05,4.10E-05,5.49E+03
6529,9.43E-05,1.03E-05,2.23E-05,3.13E-05,5.50E+03
6530,8.61E-05,1.03E-05,1.72E-05,2.49E-05,5.50E+03
6531,9.41E-05,1.96E-05,2.98E-05,3.25E-05,5.50E+03
6532,6.63E-05,1.09E-05,2.23E-05,1.98E-05,5.50E+03
6533,5.67E-05,8.73E-06,1.88E-05,1.92E-05,5.50E+03
6534,8.31E-05,1.14E-05,1.76E-05,2.92E-05,5.50E+03
6535,6.38E-05,6.64E-06,1.33E-05,1.48E-05,5.50E+03
6536,5.81E-05,9.42E-06,2.28E-05,2.16E-05,5.50E+03
6537,7.29E-05,1.04E-05,2.17E-05,2.07E-05,5.50E+03
6538,8.68E-05,1.22E-05,3.96E-05,2.99E-05,5.50E+03
6539,6.39E-05,9.67E-06,1.87E-05,2.12E-05,5.51E+03
6540,6.33E-05,7.68E-06,1.33E-05,2.38E-05,5.51E+03
6541,9.09E-05,1.19E-05,2.17E-05,3.53E-05,5.51E+03
6542,9.46E-05,1.19E-05,1.75E-05,4.16E-05,5.51E+03
6543,7.93E-05,8.56E-06,1.78E-05,2.98E-05,5.51E+03
6544,7.46E-05,1.14E-05,3.57E-05,3.35E-05,5.51E+03
6545,9.65E-05,1.12E-05,4.29E-05,3.39E-05,5.51E+03
6546,7.61E-05,1.05E-05,3.14E-05,3.01E-05,5.51E+03
6547,6.22E-05,6.05E-06,1.32E-05,1.30E-05,5.51E+03
6548,9.27E-05,1.20E-05,2.79E-05,3.50E-05,5.51E+03
6549,7.29E-05,1.39E-05,2.88E-05,3.47E-05,5.52E+03
6550,7.50E-05,1.10E-05,2.72E-05,2.42E-05,5.52E+03
6551,9.22E-05,1.64E-05,3.13E-05,3.53E-05,5.52E+03
6552,9.47E-05,1.47E-05,3.53E-05,3.40E-05,5.52E+03
6553,6.25E-05,1.10E-05,2.97E-05,3.15E-05,5.52E+03
6554,8.32E-05,1.15E-05,2.97E-05,2.51E-05,5.52E+03
6555,7.08E-05,9.34E-06,2.02E-05,2.27E-05,5.52E+03
6556,8.07E-05,7.95E-06,1.33E-05,2.50E-05,5.52E+03
6557,8.89E-05,9.92E-06,2.70E-05,2.61E-05,5.52E+03
6558,8.41E-05,8.93E-06,2.98E-05,2.33E-05,5.52E+03
6559,6.61E-05,7.69E-06,1.71E-05,1.92E-05,5.53E+03
6560,7.05E-05,9.22E-06,1.54E-05,2.00E-05,5.53E+03
6561,6.65E-05,7.52E-06,1.22E-05,1.78E-05,5.53E+03
6562,8.70E-05,1.17E-05,2.62E-05,4.07E-05,5.53E+03
6563,9.33E-05,1.04E-05,2.49E-05,4.48E-05,5.53E+03
6564,7.53E-05,7.26E-06,1.60E-05,2.34E-05,5.53E+03
6565,9.69E-05,1.48E-05,3.76E-05,5.07E-05,5.53E+03
6566,7.13E-05,1.00E-05,1.92E-05,2.71E-05,5.53E+03
6567,9.83E-05,9.80E-06,3.31E-05,4.22E-05,5.53E+03
6568,6.08E-05,7.70E-06,2.69E-05,2.21E-05,5.53E+03
6569,6.99E-05,8.34E-06,2.55E-05,2.75E-05,5.54E+03
6570,7.16E-05,7.69E-06,1.33E-05,2.61E-05,5.54E+03
6571,9.23E-05,9.90E-06,2.43E-05,4.17E-05,5.54E+03
6572,8.62E-05,1.51E-05,2.02E-05,4.59E-05,5.54E+03
6573,5.84E-05,7.94E-06,2.06E-05,2.40E-05,5.54E+03
6574,6.99E-05,9.69E-06,2.65E-05,2.50E-05,5.54E+03
6575,6.92E-05,1.22E-05,2.22E-05,3.23E-05,5.54E+03
6576,8.62E-05,1.24E-05,3.67E-05,3.77E-05,5.54E+03
6577,7.95E-05,1.25E-05,4.17E-05,4.50E-05,5.54E+03
6578,9.78E-05,1.54E-05,5.81E-05,6.50E-05,5.54E+03
6579,8.35E-05,9.22E-06,2.55E-05,2.29E-05,5.55E+03
6580,9.13E-05,1.31E-05,4.61E-05,4.56E-05,5.55E+03
6581,8.75E-05,1.53E-05,4.76E-05,3.74E-05,5.55E+03
6582,9.99E-05,1.28E-05,3.68E-05,4.28E-05,5.55E+03
6583,7.71E-05,9.71E-06,2.70E-05,2.70E-05,5.55E+03
6584,6.91E-05,1.96E-05,3.34E-05,2.48E-05,5.55E+03
6585,6.71E-05,1.74E-05,2.95E-05,2.75E-05,5.55E+03
6586,7.04E-05,1.06E-05,2.06E-05,3.13E-05,5.55E+03
6587,6.88E-05,1.03E-05,2.62E-05,2.76E-05,5.55E+03
6588,7.89E-05,1.80E-05,5.08E-05,4.75E-05,5.55E+03
6589,9.84E-05,1.85E-05,5.53E-05,5.50E-05,5.56E+03
6590,7.05E-05,1.33E-05,4.57E-05,4.24E-05,5.56E+03
6591,7.24E-05,1.13E-05,3.62E-05,2.87E-05,5.56E+03
6592,7.62E-05,1.18E-05,4.73E-05,3.01E-05,5.56E+03
6593,8.61E-05,1.07E-05,3.29E-05,4.28E-05,5.56E+03
6594,8.57E-05,1.14E-05,3.57E-05,4.14E-05,5.56E+03
6595,8.75E-05,1.46E-05,4.54E-05,4.33E-05,5.56E+03
6596,5.91E-05,8.18E-06,2.04E-05,1.94E-05,5.56E+03
6597,9.16E-05,1.25E-05,2.29E-05,3.55E-05,5.56E+03
6598,7.84E-05,9.20E-06,1.70E-05,3.54E-05,5.56E+03
6599,9.03E-05,2.09E-05,3.18E-05,3.56E-05,5.57E+03
6600,5.74E-05,1.97E-05,3.07E-05,3.36E-05,5.57E+03
6601,8.26E-05,1.98E-05,5.15E-05,5.28E-05,5.57E+03
6602,7.12E-05,1.17E-05,3.01E-05,2.54E-05,5.57E+03
6603,7.11E-05,1.17E-05,2.44E-05,2.98E-05,5.57E+03
6604,8.84E-05,2.37E-05,7.64E-05,9.21E-05,5.57E+03
6605,6.84E-05,1.20E-05,4.37E-05,4.74E-05,5.57E+03
6606,7.91E-05,1.79E-05,3.58E-05,4.52E-05,5.57E+03
6607,6.82E-05,1.54E-05,3.55E-05,4.39E-05,5.57E+03
6608,6.32E-05,1.19E-05,2.65E-05,3.59E-05,5.57E+03
6609,9.51E-05,1.92E-05,3.57E-05,4.33E-05,5.58E+03
6610,6.33E-05,1.02E-05,2.61E-05,3.47E-05,5.58E+03
6611,6.85E-05,1.29E-05,3.03E-05,3.93E-05,5.58E+03
6612,7.69E-05,1.30E-05,2.69E-05,4.09E-05,5.58E+03
6613,6.93E-05,1.21E-05,3.06E-05,3.95E-05,5.58E+03
6614,8.59E-05,9.38E-06,2.90E-05,3.09E-05,5.58E+03
6615,5.62E-05,6.15E-06,2.09E-05,2.99E-05,5.58E+03
6616,5.81E-05,9.13E-06,1.64E-05,3.58E-05,5.58E+03
6617,6.54E-05,1.04E-05,2.65E-05,3.85E-05,5.58E+03
6618,7.17E-05,1.12E-05,2.32E-05,4.03E-05,5.58E+03
6619,8.39E-05,1.88E-05,4.98E-05,4.49E-05,5.59E+03
6620,9.82E-05,3.19E-05,9.16E-05,9.52E-05,5.59E+03
6621,7.18E-05,1.58E-05,4.95E-05,5.01E-05,5.59E+03
6622,6.76E-05,1.26E-05,3.69E-05,5.51E-05,5.59E+03
6623,7.04E-05,1.52E-05,3.61E-05,5.33E-05,5.59E+03
6624,6.53E-05,1.50E-05,4.52E-05,5.10E-05,5.59E+03
6625,5.90E-05,1.08E-05,3.54E-05,3.97E-05,5.59E+03
6626,9.69E-05,2.07E-05,3.90E-05,8.62E-05,5.59E+03
6627,6.76E-05,1.18E-05,3.09E-05,4.38E-05,5.59E+03
6628,6.53E-05,1.94E-05,6.00E-05,4.94E-05,5.59E+03
6629,6.75E-05,1.16E-05,4.38E-05,4.73E-05,5.60E+03
6630,8.82E-05,1.87E-05,3.89E-05,5.10E-05,5.60E+03
6631,6.89E-05,1.88E-05,3.65E-05,5.13E-05,5.60E+03
6632,7.70E-05,1.19E-05,2.43E-05,4.51E-05,5.60E+03
6633,6.63E-05,1.53E-05,3.58E-05,4.30E-05,5.60E+03
6634,6.47E-05,1.21E-05,2.70E-05,3.78E-05,5.60E+03
6635,9.41E-05,1.77E-05,3.72E-05,7.46E-05,5.60E+03
6636,7.14E-05,1.07E-05,2.50E-05,4.79E-05,5.60E+03
6637,7.19E-05,1.21E-05,2.76E-05,4.90E-05,5.60E+03
6638,7.24E-05,1.55E-05,3.58E-05,5.26E-05,5.60E+03
6639,6.31E-05,1.30E-05,2.71E-05,4.41E-05,5.61E+03
6640,7.98E-05,1.35E-05,3.11E-05,3.86E-05,5.61E+03
6641,7.57E-05,1.13E-05,2.55E-05,4.01E-05,5.61E+03
6642,6.59E-05,7.57E-06,1.46E-05,3.11E-05,5.61E+03
6643,7.20E-05,1.11E-05,2.55E-05,3.15E-05,5.61E+03
6644,7.96E-05,1.36E-05,2.56E-05,5.72E-05,5.61E+03
6645,6.55E-05,1.01E-05,2.37E-05,4.48E-05,5.61E+03
6646,9.59E-05,1.42E-05,4.55E-05,5.15E-05,5.61E+03
6647,7.81E-05,1.53E-05,2.99E-05,4.84E-05,5.61E+03
6648,9.56E-05,2.33E-05,4.58E-05,6.42E-05,5.61E+03
6649,7.25E-05,1.64E-05,3.87E-05,5.81E-05,5.62E+03
6650,6.75E-05,1.97E-05,4.22E-05,4.49E-05,5.62E+03
6651,5.60E-05,1.59E-05,2.80E-05,2.67E-05,5.62E+03
6652,7.83E-05,1.20E-05,4.01E-05,3.05E-05,5.62E+03
6653,9.17E-05,1.45E-05,6.29E-05,5.40E-05,5.62E+03
6654,6.48E-05,7.80E-06,1.55E-05,2.29E-05,5.62E+03
6655,7.68E-05,8.32E-06,1.63E-05,3.75E-05,5.62E+03
6656,6.86E-05,1.05E-05,2.34E-05,3.74E-05,5.62E+03
6657,7.96E-05,9.18E-06,2.34E-05,3.51E-05,5.62E+03
6658,8.57E-05,1.68E-05,3.17E-05,5.80E-05,5.62E+03
6659,6.24E-05,9.64E-06,1.81E-05,2.32E-05,5.63E+03
6660,9.05E-05,1.49E-05,2.82E-05,4.28E-05,5.63E+03
6661,5.72E-05,9.66E-06,2.53E-05,2.82E-05,5.63E+03
6662,8.40E-05,1.32E-05,3.60E-05,3.23E-05,5.63E+03
6663,8.12E-05,1.23E-05,3.06E-05,3.93E-05,5.63E+03
6664,7.58E-05,9.61E-06,2.25E-05,3.79E-05,5.63E+03
6665,7.12E-05,8.59E-06,1.76E-05,3.52E-05,5.63E+03
6666,6.49E-05,7.55E-06,1.33E-05,3.17E-05,5.63E+03
6667,5.93E-05,8.87E-06,1.52E-05,2.41E-05,5.63E+03
6668,7.34E-05,9.16E-06,1.79E-05,2.71E-05,5.63E+03
6669,5.90E-05,9.07E-06,2.42E-05,3.53E-05,5.64E+03
6670,6.22E-05,7.98E-06,1.97E-05,3.46E-05,5.64E+03
6671,7.79E-05,1.31E-05,4.75E-05,4.79E-05,5.64E+03
6672,8.07E-05,1.02E-05,4.03E-05,4.26E-05,5.64E+03
6673,6.76E-05,7.23E-06,1.32E-05,2.89E-05,5.64E+03
6674,6.44E-05,7.19E-06,1.62E-05,2.41E-05,5.64E+03
6675,6.20E-05,6.88E-06,1.12E-05,2.23E-05,5.64E+03
6676,6.44E-05,1.41E-05,2.81E-05,2.65E-05,5.64E+03
6677,6.16E-05,1.10E-05,2.50E-05,2.46E-05,5.64E+03
6678,8.82E-05,1.58E-05,2.50E-05,3.42E-05,5.64E+03
6679,6.07E-05,9.61E-06,1.28E-05,2.55E-05,5.65E+03
6680,9.34E-05,1.47E-05,2.97E-05,3.72E-05,5.65E+03
6681,9.62E-05,1.23E-05,2.58E-05,3.20E-05,5.65E+03
6682,9.35E-05,7.59E-06,2.01E-05,2.83E-05,5.65E+03
6683,6.97E-05,1.02E-05,2.83E-05,2.92E-05,5.65E+03
6684,9.82E-05,1.53E-05,4.79E-05,4.28E-05,5.65E+03
6685,8.94E-05,1.01E-05,1.99E-05,2.87E-05,5.65E+03
6686,7.74E-05,1.41E-05,2.40E-05,4.18E-05,5.65E+03
6687,9.85E-05,1.40E-05,3.63E-05,6.88E-05,5.65E+03
6688,8.92E-05,1.27E-05,2.94E-05,4.70E-05,5.65E+03
6689,8.71E-05,1.00E-05,2.27E-05,3.62E-05,5.66E+03
6690,8.61E-05,9.46E-06,2.12E-05,3.79E-05,5.66E+03
6691,7.30E-05,7.55E-06,1.81E-05,2.89E-05,5.66E+03
6692,6.55E-05,9.44E-06,1.85E-05,3.20E-05,5.66E+03
6693,6.01E-05,8.27E-06,1.81E-05,3.29E-05,5.66E+03
6694,6.60E-05,8.57E-06,1.69E-05,3.14E-05,5.66E+03
6695,8.61E-05,1.30E-05,3.95E-05,4.56E-05,5.66E+03
6696,8.44E-05,9.48E-06,4.25E-05,3.85E-05,5.66E+03
6697,7.13E-05,9.78E-06,3.27E-05,3.43E-05,5.66E+03
6698,8.39E-05,8.96E-06,2.24E-05,3.40E-05,5.66E+03
6699,7.67E-05,7.21E-06,1.46E-05,2.78E-05,5.67E+03
6700,6.52E-05,9.71E-06,1.74E-05,2.89E-05,5.67E+03
6701,6.26E-05,9.34E-06,1.76E-05,2.23E-05,5.67E+03
6702,5.85E-05,7.70E-06,1.67E-05,1.54E-05,5.67E+03
6703,7.51E-05,9.33E-06,1.37E-05,2.12E-05,5.67E+03
6704,6.08E-05,7.86E-06,1.93E-05,2.02E-05,5.67E+03
6705,7.39E-05,7.84E-06,1.99E-05,2.24E-05,5.67E+03
6706,6.24E-05,6.87E-06,9.52E-06,1.88E-05,5.67E+03
6707,8.96E-05,1.02E-05,1.70E-05,3.52E-05,5.67E+03
6708,7.58E-05,1.08E-05,2.58E-05,2.56E-05,5.67E+03
6709,7.60E-05,8.46E-06,2.22E-05,1.92E-05,5.68E+03
6710,6.51E-05,7.35E-06,1.76E-05,2.18E-05,5.68E+03
6711,7.18E-05,8.44E-06,1.87E-05,2.17E-05,5.68E+03
6712,6.34E-05,1.06E-05,2.16E-05,2.90E-05,5.68E+03
6713,6.98E-05,8.08E-06,1.89E-05,2.70E-05,5.68E+03
6714,6.79E-05,7.05E-06,1.25E-05,2.06E-05,5.68E+03
6715,6.39E-05,6.87E-06,1.27E-05,2.11E-05,5.68E+03
6716,7.41E-05,6.13E-06,1.27E-05,2.04E-05,5.68E+03
6717,9.98E-05,1.99E-05,5.85E-05,7.95E-05,5.68E+03
6718,9.81E-05,1.51E-05,5.01E-05,6.74E-05,5.68E+03
6719,7.21E-05,1.04E-05,2.29E-05,2.99E-05,5.69E+03
6720,6.19E-05,7.36E-06,1.99E-05,2.93E-05,5.69E+03
6721,7.40E-05,1.19E-05,1.68E-05,2.79E-05,5.69E+03
6722,7.67E-05,8.64E-06,2.00E-05,2.91E-05,5.69E+03
6723,7.23E-05,7.80E-06,2.35E-05,2.78E-05,5.69E+03
6724,7.10E-05,1.00E-05,2.48E-05,3.08E-05,5.69E+03
6725,8.39E-05,9.62E-06,2.56E-05,3.12E-05,5.69E+03
6726,6.66E-05,8.42E-06,2.09E-05,2.61E-05,5.69E+03
6727,9.95E-05,1.06E-05,1.87E-05,2.55E-05,5.69E+03
6728,6.79E-05,7.21E-06,1.32E-05,2.19E-05,5.69E+03
6729,8.38E-05,7.81E-06,2.02E-05,2.81E-05,5.70E+03
6730,9.72E-05,1.59E-05,3.59E-05,4.49E-05,5.70E+03
6731,5.82E-05,1.68E-05,3.08E-05,3.40E-05,5.70E+03
6732,6.55E-05,1.43E-05,2.91E-05,3.50E-05,5.70E+03
6733,7.11E-05,1.24E-05,2.44E-05,3.01E-05,5.70E+03
6734,7.79E-05,1.14E-05,2.70E-05,2.75E-05,5.70E+03
6735,7.26E-05,8.76E-06,2.01E-05,2.41E-05,5.70E+03
6736,6.32E-05,1.36E-05,1.97E-05,2.52E-05,5.70E+03
6737,8.36E-05,1.83E-05,3.89E-05,4.73E-05,5.70E+03
6738,7.72E-05,1.24E-05,1.95E-05,2.17E-05,5.70E+03
6739,6.18E-05,1.07E-05,1.39E-05,2.33E-05,5.71E+03
6740,9.45E-05,1.04E-05,2.19E-05,3.12E-05,5.71E+03
6741,7.88E-05,8.52E-06,2.88E-05,3.06E-05,5.71E+03
6742,6.68E-05,8.39E-06,2.46E-05,2.41E-05,5.71E+03
6743,7.60E-05,1.10E-05,3.74E-05,4.00E-05,5.71E+03
6744,7.47E-05,1.02E-05,3.99E-05,4.21E-05,5.71E+03
6745,9.29E-05,1.67E-05,5.80E-05,5.01E-05,5.71E+03
6746,7.55E-05,1.36E-05,4.31E-05,4.03E-05,5.71E+03
6747,6.21E-05,1.07E-05,2.98E-05,2.74E-05,5.71E+03
6748,9.97E-05,1.53E-05,3.77E-05,3.87E-05,5.71E+03
6749,8.96E-05,1.36E-05,3.08E-05,3.65E-05,5.72E+03
6750,6.99E-05,1.42E-05,2.26E-05,3.05E-05,5.72E+03
6751,6.36E-05,9.87E-06,1.89E-05,2.67E-05,5.72E+03
6752,9.83E-05,1.97E-05,3.17E-05,4.73E-05,5.72E+03
6753,9.86E-05,1.53E-05,2.81E-05,5.25E-05,5.72E+03
6754,5.85E-05,9.64E-06,2.76E-05,2.32E-05,5.72E+03
6755,5.83E-05,9.19E-06,2.51E-05,1.98E-05,5.72E+03
6756,9.58E-05,1.60E-05,2.78E-05,4.54E-05,5.72E+03
6757,5.88E-05,8.09E-06,1.69E-05,2.62E-05,5.72E+03
6758,7.80E-05,6.64E-06,1.66E-05,2.39E-05,5.72E+03
6759,5.84E-05,5.97E-06,1.28E-05,1.51E-05,5.73E+03
6760,6.30E-05,6.85E-06,1.61E-05,1.90E-05,5.73E+03
6761,6.90E-05,7.03E-06,1.34E-05,1.78E-05,5.73E+03
6762,8.45E-05,7.15E-06,2.87E-05,1.70E-05,5.73E+03
6763,6.31E-05,8.26E-06,2.02E-05,1.36E-05,5.73E+03
6764,8.96E-05,1.04E-05,2.79E-05,2.72E-05,5.73E+03
6765,6.89E-05,7.01E-06,1.85E-05,2.67E-05,5.73E+03
6766,8.99E-05,1.51E-05,2.16E-05,2.60E-05,5.73E+03
6767,9.70E-05,9.85E-06,2.03E-05,2.69E-05,5.73E+03
6768,9.14E-05,1.22E-05,4.30E-05,2.80E-05,5.73E+03
6769,6.63E-05,1.08E-05,3.48E-05,2.42E-05,5.74E+03
6770,6.42E-05,6.76E-06,2.20E-05,2.32E-05,5.74E+03
6771,7.98E-05,1.27E-05,2.95E-05,3.42E-05,5.74E+03
6772,6.32E-05,1.10E-05,2.50E-05,1.93E-05,5.74E+03
6773,8.84E-05,1.17E-05,3.99E-05,2.99E-05,5.74E+03
6774,9.07E-05,1.56E-05,3.15E-05,3.43E-05,5.74E+03
6775,9.02E-05,1.03E-05,2.73E-05,3.39E-05,5.74E+03
6776,7.68E-05,9.07E-06,1.40E-05,2.21E-05,5.74E+03
6777,7.05E-05,8.74E-06,1.46E-05,2.09E-05,5.74E+03
6778,7.42E-05,1.16E-05,2.31E-05,2.68E-05,5.74E+03
6779,9.93E-05,8.97E-06,2.12E-05,2.79E-05,5.75E+03
6780,6.30E-05,7.20E-06,1.60E-05,1.98E-05,5.75E+03
6781,6.62E-05,1.34E-05,2.79E-05,2.41E-05,5.75E+03
6782,6.46E-05,1.12E-05,2.43E-05,1.69E-05,5.75E+03
6783,9.82E-05,1.29E-05,3.89E-05,3.10E-05,5.75E+03
6784,7.50E-05,1.05E-05,1.85E-05,2.53E-05,5.75E+03
6785,7.40E-05,1.04E-05,3.69E-05,2.78E-05,5.75E+03
6786,6.92E-05,1.20E-05,3.87E-05,3.71E-05,5.75E+03
6787,6.97E-05,9.47E-06,1.77E-05,2.99E-05,5.75E+03
6788,7.02E-05,1.10E-05,2.12E-05,2.92E-05,5.75E+03
6789,5.90E-05,7.89E-06,1.92E-05,2.50E-05,5.76E+03
